item_id	i_Action	i_Adventure	i_Animation	i_Children's	i_Comedy	i_Crime	i_Documentary	i_Drama	i_Fantasy	i_Film-Noir	i_Horror	i_Musical	i_Mystery	i_Romance	i_Sci-Fi	i_Thriller	i_War	i_Western	i_Other	i_year
36	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
37	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13
38	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
39	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13
40	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
41	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	13
42	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	13
43	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
44	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
45	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
46	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	13
47	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	13
48	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	13
49	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	13
50	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	13
51	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
52	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
53	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
54	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
55	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13
56	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
57	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	12
58	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	13
59	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13
60	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	14
61	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
62	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
63	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14
64	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	14
66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
67	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13
68	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
69	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	14
70	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
71	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
72	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	13
73	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	14
74	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14
75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	13
76	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13
77	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
78	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	14
79	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
80	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	13
81	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
82	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
83	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
84	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	13
85	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14
86	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
87	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13
89	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
90	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	14
91	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13
92	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14
93	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14
94	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
95	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
96	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12
97	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13
98	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	14
99	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14
102	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
103	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	13
104	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
105	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14
106	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13
107	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	13
108	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	5
109	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13
110	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	14
111	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
112	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13
113	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13
114	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14
115	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
116	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14
117	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
118	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10
119	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	12
120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
121	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
122	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12
123	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
124	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12
125	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13
126	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
127	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	13
128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13
129	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
130	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13
131	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
132	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13
133	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13
134	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
135	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
136	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	14
137	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
138	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7
139	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
140	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
141	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
142	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
143	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
144	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	12
145	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
146	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	13
147	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13
148	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13
149	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
150	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	13
151	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
152	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12
153	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
154	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
155	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	13
156	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	13
157	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12
158	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	13
159	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	13
160	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13
161	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
162	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
163	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	13
164	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
165	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	13
166	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
167	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	13
168	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13
169	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
170	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
171	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
172	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13
173	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
174	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	13
175	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
176	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
177	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	13
178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12
179	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	13
181	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
182	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
183	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13
184	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13
186	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
187	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13
188	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
189	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
190	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	13
191	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	13
192	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
193	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	13
194	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	4
195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13
196	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
197	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	13
198	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
199	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
200	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
201	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13
202	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	13
203	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
204	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13
206	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
207	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
208	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
209	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
210	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	13
211	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
212	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	13
213	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
214	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
215	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13
216	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	13
217	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
218	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	13
219	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	12
220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13
221	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
222	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
223	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	12
224	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	12
225	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
226	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
227	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
228	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
229	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
230	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13
231	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13
232	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
233	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13
234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13
235	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
236	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	12
237	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
238	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
239	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	12
240	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12
241	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	12
242	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
243	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	12
244	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
245	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
246	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12
247	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	12
248	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
249	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
250	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12
251	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	13
252	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	13
253	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	13
254	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5
255	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
256	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
257	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
258	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
259	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	10
260	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	12
261	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
262	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
263	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
264	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	12
265	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
266	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
267	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	12
268	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
269	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
270	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12
271	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
272	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
273	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
274	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	13
275	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
276	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
277	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	13
278	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	13
279	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12
280	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12
281	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12
282	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	12
283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13
284	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	13
285	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	12
286	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13
287	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13
288	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	12
289	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
290	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
291	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
292	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
293	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	13
294	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	12
295	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13
296	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
297	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
298	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
299	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
300	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
301	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
302	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
303	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	12
304	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
305	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
306	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
307	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
308	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12
309	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12
310	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12
312	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	11
313	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
314	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
315	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
316	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
317	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
318	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	13
319	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13
320	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12
321	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13
322	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
323	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	13
324	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
325	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
326	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	13
327	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	13
