user_id	item_id	time
3173	1316	1166745600
4555	638	1166745600
5701	1256	1166745600
1991	1314	1166918400
10809	3141	1167004800
9028	842	1167091200
10719	3175	1167091200
12096	558	1167091200
12096	838	1167091200
12096	898	1167091200
14305	966	1167091200
14305	1026	1167091200
1044	1525	1167177600
3050	1150	1167177600
3384	896	1167177600
3384	3251	1167177600
11083	1554	1167177600
731	693	1167264000
968	1232	1167264000
5670	536	1167264000
6362	1667	1167264000
7414	1108	1167264000
10428	1245	1167264000
12324	125	1167350400
8139	838	1167436800
12328	1241	1167436800
6775	3017	1167523200
8491	1248	1167523200
8491	3257	1167523200
6775	3172	1167609600
1596	1425	1167696000
1596	3474	1167696000
3050	3268	1167696000
4476	327	1167696000
6775	3023	1167696000
9087	222	1167696000
9160	435	1167696000
12780	545	1167696000
12780	1319	1167696000
12780	3131	1167696000
12780	3257	1167696000
2149	368	1167782400
2204	3250	1167782400
2995	1150	1167782400
2995	3233	1167782400
5219	563	1167782400
5843	979	1167782400
6219	793	1167782400
6618	3268	1167782400
7540	1641	1167782400
7711	3268	1167782400
9970	522	1167782400
11147	796	1167782400
11354	1213	1167782400
12165	491	1167782400
12165	493	1167782400
13268	861	1167782400
13422	3057	1167782400
14170	125	1167782400
1463	788	1167868800
3638	2500	1167868800
3974	503	1167868800
4704	733	1167868800
5578	3135	1167868800
7325	1009	1167868800
12823	838	1167868800
14567	697	1167868800
1463	3268	1167955200
3341	522	1167955200
3341	3170	1167955200
5634	513	1167955200
6817	1074	1167955200
10275	1086	1167955200
12329	317	1167955200
6618	1227	1168041600
10195	693	1168041600
10707	745	1168041600
3060	1260	1168128000
6618	681	1168128000
5906	522	1168214400
6775	849	1168214400
8305	432	1168214400
9588	1086	1168214400
52	931	1168300800
888	1011	1168300800
2160	449	1168300800
3073	1445	1168300800
3482	1229	1168300800
3557	564	1168300800
5549	1082	1168300800
5561	545	1168300800
5561	943	1168300800
5561	1227	1168300800
6618	699	1168300800
9078	1573	1168300800
9078	1575	1168300800
9078	3043	1168300800
9160	1621	1168300800
10084	733	1168300800
10114	954	1168300800
10771	1053	1168300800
11729	3052	1168300800
11923	728	1168300800
12780	735	1168300800
12780	771	1168300800
13441	1488	1168300800
14248	240	1168300800
14460	3268	1168300800
4371	1440	1168387200
4698	70	1168387200
5341	1641	1168387200
8328	1227	1168387200
8426	898	1168387200
9666	932	1168387200
797	614	1168473600
2524	1139	1168473600
4698	81	1168473600
4698	82	1168473600
6049	203	1168473600
7785	736	1168473600
8424	698	1168473600
9014	3534	1168473600
9239	362	1168473600
9239	487	1168473600
10633	441	1168473600
10767	786	1168473600
10767	1095	1168473600
10767	1220	1168473600
11276	3167	1168473600
13534	2876	1168473600
13535	1306	1168473600
2693	222	1168560000
2949	623	1168560000
3676	1058	1168560000
7662	862	1168560000
10633	416	1168560000
10707	793	1168560000
13441	489	1168560000
13535	408	1168560000
786	1389	1168646400
5985	496	1168646400
5985	869	1168646400
5985	886	1168646400
5985	1053	1168646400
5985	1211	1168646400
5985	3554	1168646400
11926	578	1168646400
12328	618	1168646400
712	561	1168732800
2822	1078	1168732800
3638	368	1168732800
3638	370	1168732800
3638	1336	1168732800
3975	969	1168732800
8003	3517	1168732800
8234	32	1168732800
8234	204	1168732800
8234	225	1168732800
8234	226	1168732800
8694	813	1168732800
8712	486	1168732800
14460	747	1168732800
4885	2935	1168819200
9382	866	1168819200
10468	3001	1168819200
11729	634	1168819200
12295	3144	1168819200
5219	499	1168905600
7009	1314	1168905600
7009	1603	1168905600
8328	1226	1168992000
8756	822	1168992000
702	1313	1169078400
9114	719	1169078400
9912	858	1169078400
10856	3064	1169078400
712	951	1169164800
4698	1429	1169164800
5709	1306	1169164800
7711	1306	1169164800
10317	526	1169164800
10317	3144	1169164800
11135	623	1169164800
11135	1558	1169164800
3290	750	1169251200
3681	806	1169251200
5985	323	1169251200
14199	508	1169251200
14199	572	1169251200
14389	990	1169251200
10117	866	1169337600
5334	699	1169424000
6775	3003	1169424000
13503	2882	1169424000
6266	210	1169510400
6502	761	1169510400
6502	3107	1169510400
606	424	1169596800
13346	884	1169596800
4890	1141	1169769600
6103	2935	1169769600
12329	318	1169856000
13317	547	1169856000
13317	562	1169856000
14226	1500	1169856000
11422	850	1169942400
12132	855	1169942400
763	3071	1170028800
9256	499	1170028800
13095	1293	1170028800
3844	1274	1170115200
9956	409	1170115200
7545	869	1170201600
606	3278	1170288000
3515	531	1170288000
4698	503	1170288000
5271	222	1170288000
11383	937	1170288000
11504	3268	1170288000
11280	1206	1170374400
11504	1172	1170547200
14389	976	1170547200
1473	3239	1170720000
5670	1085	1170720000
5858	3135	1170720000
6029	1295	1170720000
6618	1455	1170720000
7428	1236	1170720000
7660	1314	1170720000
12584	1532	1170720000
12584	2935	1170720000
13442	623	1170720000
13726	1142	1170720000
2157	1244	1170806400
3564	1883	1170806400
3974	502	1170806400
3974	1187	1170806400
4334	668	1170806400
6512	895	1170806400
7150	1425	1170806400
9666	1372	1170806400
13318	1654	1170806400
13318	1656	1170806400
13441	323	1170806400
1762	888	1170892800
10143	757	1170892800
5334	930	1171065600
12328	813	1171065600
6817	672	1171152000
10145	162	1171152000
11504	652	1171152000
2524	507	1171238400
2524	1142	1171238400
2524	1168	1171238400
8712	752	1171238400
8712	1416	1171238400
10212	1554	1171238400
14460	3337	1171238400
1568	377	1171324800
1568	664	1171324800
4698	1272	1171324800
6494	1161	1171324800
10338	3145	1171324800
10428	869	1171324800
12546	1444	1171324800
11143	1959	1171411200
12313	543	1171411200
335	3078	1171497600
5634	496	1171497600
5634	891	1171497600
5634	3001	1171497600
7595	690	1171497600
13453	1602	1171497600
2460	3023	1171584000
6001	1641	1171584000
6618	1404	1171670400
9313	98	1171670400
9313	2270	1171670400
9935	1222	1171670400
11496	838	1171670400
11869	2935	1171670400
11869	3286	1171670400
11869	3344	1171670400
2995	531	1171756800
10429	1454	1171843200
717	3152	1171929600
3866	805	1171929600
9666	508	1171929600
9666	1370	1171929600
3045	457	1172016000
3844	1543	1172016000
4353	148	1172016000
7545	964	1172016000
10324	711	1172016000
11973	3268	1172016000
14460	1401	1172016000
5542	3236	1172102400
10633	445	1172102400
11652	718	1172102400
13530	714	1172102400
13530	1484	1172102400
1089	3134	1172188800
4652	1041	1172188800
8852	534	1172188800
11715	2935	1172188800
14460	766	1172275200
6775	1126	1172361600
6635	543	1172448000
11189	730	1172448000
11189	749	1172448000
12611	770	1172448000
6770	6119	1172534400
10737	788	1172534400
13045	513	1172534400
13210	882	1172534400
405	1190	1172620800
3730	1227	1172620800
6139	3169	1172707200
13726	886	1172707200
700	677	1172793600
8139	938	1172793600
1596	1676	1172880000
3552	492	1172880000
3552	902	1172880000
2982	512	1172966400
6049	1416	1172966400
8248	597	1172966400
9286	1152	1173052800
11375	3344	1173052800
12134	1345	1173052800
13210	3497	1173052800
2009	323	1173139200
3638	1743	1173139200
3638	1744	1173139200
3765	1179	1173139200
3765	1187	1173139200
7660	1317	1173139200
14460	902	1173139200
10633	443	1173225600
147	770	1173312000
659	1111	1173312000
1031	1445	1173312000
2027	514	1173312000
4704	838	1173312000
4704	1603	1173312000
4704	3132	1173312000
6468	476	1173312000
6468	656	1173312000
6468	1268	1173312000
10074	924	1173312000
10114	961	1173312000
11066	897	1173312000
11701	1747	1173312000
11946	371	1173312000
11946	376	1173312000
11946	478	1173312000
11946	1425	1173312000
12045	624	1173312000
12045	1174	1173312000
12165	492	1173312000
12193	3120	1173312000
12418	3144	1173312000
12418	3265	1173312000
12684	1009	1173312000
13279	2817	1173312000
13422	3135	1173312000
1493	1262	1173398400
4308	3534	1173398400
6219	899	1173398400
8005	3788	1173398400
8119	587	1173398400
11066	693	1173398400
11066	1400	1173398400
11066	3001	1173398400
12255	3429	1173398400
12868	511	1173398400
1393	408	1173484800
1393	409	1173484800
2136	624	1173484800
9286	498	1173484800
10160	720	1173484800
10160	764	1173484800
12224	897	1173484800
12224	3260	1173484800
13317	876	1173484800
14135	3268	1173484800
2832	1416	1173571200
5985	1261	1173571200
7513	1425	1173571200
12493	1053	1173571200
13801	958	1173571200
1473	817	1173657600
1473	1522	1173657600
1473	3268	1173657600
1491	664	1173657600
4967	1067	1173657600
5356	1091	1173657600
7261	753	1173657600
7261	764	1173657600
9935	1253	1173657600
11668	305	1173657600
11668	3344	1173657600
983	3788	1173744000
13624	3139	1173744000
13699	3234	1173744000
14274	1439	1173744000
750	1038	1173830400
1089	1392	1173830400
5038	1222	1173830400
5038	1250	1173830400
12584	1531	1173830400
3535	3474	1173916800
10737	294	1173916800
10737	1211	1173916800
11205	2208	1173916800
11205	3042	1173916800
14410	1571	1173916800
6218	3465	1174003200
10790	309	1174003200
11085	1098	1174003200
13598	3257	1174003200
4014	1250	1174089600
5087	847	1174089600
5087	875	1174089600
11280	1439	1174089600
3552	488	1174176000
6266	1008	1174262400
13079	3057	1174262400
1853	897	1174348800
3588	309	1174348800
4585	1227	1174348800
7130	3142	1174348800
10192	1868	1174348800
5227	1161	1174435200
5286	692	1174435200
5286	1037	1174435200
5286	1314	1174435200
5286	1612	1174435200
10106	496	1174435200
1514	45	1174521600
4013	406	1174521600
7428	1179	1174521600
13116	3144	1174521600
13116	3251	1174521600
1596	1610	1174608000
1596	2935	1174608000
2920	3268	1174608000
3564	435	1174608000
3564	436	1174608000
4371	1797	1174608000
13874	180	1174608000
903	3268	1174694400
1534	1439	1174694400
12092	963	1174694400
669	1359	1174780800
669	1455	1174780800
5674	1416	1174780800
9065	519	1174780800
9139	947	1174780800
9155	309	1174780800
10753	3260	1174780800
7662	1445	1174867200
7662	1645	1174867200
8421	564	1174867200
10143	1157	1174867200
11973	3022	1174867200
12555	507	1174867200
12555	618	1174867200
12555	749	1174867200
12555	770	1174867200
12555	1243	1174867200
6610	236	1174953600
8191	3235	1174953600
8543	1085	1174953600
3638	364	1175040000
5952	1093	1175040000
8137	876	1175040000
8137	3160	1175040000
10340	1425	1175040000
12351	1391	1175040000
4704	468	1175126400
4704	560	1175126400
10921	1589	1175126400
9802	1315	1175212800
1514	1314	1175299200
3696	1515	1175299200
9806	564	1175299200
10544	406	1175299200
10544	3268	1175299200
35	1409	1175385600
3638	513	1175385600
11132	2029	1175385600
386	3077	1175472000
6840	993	1175472000
7770	1224	1175472000
786	1053	1175558400
1568	665	1175558400
1568	676	1175558400
2547	564	1175558400
8712	519	1175558400
8712	1592	1175558400
5985	523	1175644800
7987	1086	1175644800
11275	3479	1175644800
12935	3128	1175644800
13298	1227	1175644800
14245	513	1175644800
4334	672	1175731200
5053	1425	1175731200
7077	1259	1175731200
10921	888	1175731200
12315	804	1175731200
12315	841	1175731200
1055	878	1175904000
6000	739	1175904000
7077	1261	1175904000
7087	1168	1175904000
11705	1171	1175904000
11705	1509	1175904000
13453	1141	1175904000
446	985	1175990400
768	507	1175990400
2179	493	1175990400
5674	2935	1175990400
4967	558	1176076800
10260	1227	1176076800
13268	843	1176076800
6219	1612	1176163200
6656	640	1176163200
8712	363	1176163200
9601	309	1176163200
2349	699	1176249600
3362	1303	1176249600
3437	996	1176249600
6618	1631	1176249600
8795	807	1176249600
8795	809	1176249600
9983	1313	1176249600
12231	627	1176249600
3844	3076	1176336000
3844	3479	1176336000
4698	24	1176336000
4698	1012	1176336000
4698	1075	1176336000
4698	3466	1176336000
6890	1314	1176336000
8712	1307	1176336000
10429	723	1176336000
14569	2935	1176336000
1596	517	1176422400
1596	1314	1176422400
10317	1463	1176422400
5125	627	1176508800
5125	3131	1176508800
5125	3457	1176508800
10027	618	1176508800
8712	1257	1176681600
8712	1906	1176681600
4698	506	1176768000
1822	1676	1176854400
2349	1404	1176854400
13171	1338	1176854400
951	2531	1176940800
14460	794	1177027200
14460	1628	1177027200
14460	1631	1177027200
14460	3530	1177027200
3844	3534	1177113600
3552	1214	1177200000
8694	814	1177200000
13441	898	1177200000
14326	1630	1177200000
9666	820	1177286400
6618	1152	1177372800
13598	822	1177372800
8093	578	1177459200
10515	1213	1177545600
13095	1284	1177545600
2385	1625	1177632000
13726	1160	1177632000
6139	964	1177718400
13726	901	1177718400
13726	1212	1177718400
2385	508	1177804800
11777	3134	1177977600
12611	347	1178064000
13262	3287	1178064000
14327	435	1178064000
1491	858	1178150400
3060	838	1178236800
12493	1979	1178236800
3219	645	1178323200
14180	1193	1178323200
14602	1025	1178323200
14602	1314	1178323200
786	3279	1178409600
2620	231	1178409600
7530	788	1178409600
7530	1085	1178409600
11085	1416	1178409600
11715	1611	1178409600
12159	1403	1178409600
147	563	1178496000
147	1575	1178496000
3189	763	1178496000
7145	323	1178496000
8210	1738	1178496000
10638	555	1178496000
13317	1861	1178496000
14466	3001	1178496000
2929	1143	1178582400
7295	1425	1178582400
8933	504	1178582400
8933	543	1178582400
8933	713	1178582400
8933	733	1178582400
8933	752	1178582400
8933	755	1178582400
8933	822	1178582400
8933	945	1178582400
8933	947	1178582400
8933	949	1178582400
8933	1034	1178582400
8933	1213	1178582400
8933	1237	1178582400
8933	1625	1178582400
8933	1738	1178582400
8933	3130	1178582400
8933	3132	1178582400
8933	3256	1178582400
8933	3257	1178582400
8933	3784	1178582400
14460	3579	1178582400
1721	1415	1178668800
1721	3052	1178668800
2562	1137	1178668800
5286	626	1178668800
6775	220	1178668800
7269	1612	1178668800
7715	659	1178668800
7973	754	1178668800
8933	210	1178668800
13466	947	1178668800
13726	1442	1178668800
1666	1603	1178755200
6782	895	1178755200
7186	3406	1178755200
9819	1314	1178755200
12685	838	1178755200
13116	712	1178755200
13318	1403	1178755200
14231	1168	1178755200
351	513	1178841600
1991	519	1178841600
1991	1366	1178841600
8519	1613	1178841600
11220	961	1178841600
438	499	1178928000
888	1182	1178928000
2167	1149	1178928000
2167	3518	1178928000
4555	614	1178928000
4555	1213	1178928000
5230	1148	1178928000
13079	918	1178928000
4473	534	1179014400
8168	613	1179014400
10181	155	1179100800
10181	156	1179100800
5549	3047	1179187200
8999	545	1179187200
13414	309	1179187200
3087	1230	1179273600
7700	1722	1179273600
7700	3120	1179273600
7700	3260	1179273600
13750	1314	1179273600
887	838	1179360000
3898	1127	1179360000
6612	1621	1179360000
6634	1127	1179360000
6634	1982	1179360000
13441	899	1179360000
13541	1015	1179360000
406	838	1179446400
2105	250	1179446400
3521	1015	1179446400
3521	3423	1179446400
11955	508	1179446400
11955	3044	1179446400
11955	3219	1179446400
11152	545	1179532800
67	581	1179619200
2385	1992	1179619200
2385	3062	1179619200
3681	3057	1179619200
7712	64	1179619200
8319	698	1179619200
8319	700	1179619200
8319	806	1179619200
953	791	1179705600
2666	737	1179705600
67	587	1179792000
2655	506	1179792000
8130	236	1179792000
8191	1317	1179792000
10117	937	1179792000
13047	942	1179792000
13047	1840	1179792000
8319	1085	1179878400
9551	305	1179878400
9551	1721	1179878400
10925	822	1179878400
12880	279	1179878400
7992	1712	1179964800
8252	1237	1179964800
8252	1603	1179964800
8319	1381	1179964800
9065	3064	1179964800
12206	1578	1179964800
8628	1587	1180051200
12193	493	1180051200
12193	519	1180051200
12193	571	1180051200
12193	895	1180051200
13116	1738	1180051200
1461	468	1180137600
1461	622	1180137600
1461	1784	1180137600
545	1505	1180224000
2906	3580	1180224000
8297	1982	1180310400
8519	577	1180310400
10749	927	1180310400
3696	2140	1180483200
4245	1289	1180483200
4245	1603	1180483200
1556	1922	1180569600
1556	1923	1180569600
4334	184	1180569600
5768	3130	1180569600
9626	1969	1180569600
10117	764	1180569600
10117	1254	1180569600
1493	1259	1180656000
2872	559	1180656000
2872	939	1180656000
2872	992	1180656000
5412	1847	1180656000
5768	1213	1180656000
9666	478	1180656000
9387	526	1180742400
9387	3144	1180742400
3696	1553	1180828800
2541	591	1180915200
13386	1883	1180915200
1089	3268	1181001600
1556	609	1181001600
1666	614	1181001600
1666	633	1181001600
4371	1781	1181001600
5909	1013	1181001600
6782	1723	1181001600
1519	2009	1181088000
5768	1796	1181088000
5840	177	1181088000
6820	632	1181088000
6820	654	1181088000
6820	711	1181088000
11135	752	1181088000
1772	3387	1181174400
9029	165	1181174400
9029	627	1181174400
9029	944	1181174400
9666	1371	1181174400
10009	1871	1181174400
10515	2531	1181174400
10631	1307	1181174400
12589	409	1181174400
13095	1412	1181174400
14442	316	1181174400
405	1150	1181260800
10129	3057	1181260800
8297	1708	1181347200
11279	1145	1181347200
4213	1445	1181520000
4236	545	1181520000
12171	1314	1181520000
13598	1862	1181520000
2151	1143	1181606400
3682	3294	1181606400
5764	953	1181606400
14460	1085	1181606400
1773	3406	1181692800
2286	1307	1181692800
2629	985	1181692800
3638	373	1181692800
3638	486	1181692800
5985	3234	1181692800
6782	1439	1181692800
8033	3578	1181692800
8137	879	1181692800
3050	3259	1181779200
7414	520	1181779200
7560	589	1181779200
8795	1503	1181779200
9754	468	1181779200
9754	618	1181779200
9754	619	1181779200
9754	626	1181779200
9754	636	1181779200
9754	1511	1181779200
10112	2005	1181779200
5768	888	1181865600
5768	1603	1181865600
9754	457	1181865600
10940	499	1181865600
12640	2140	1181865600
5349	750	1181952000
